title,release_year,popularity,vote_average,vote_count
The Dog,2013,1.245958,6.6,10.0
A Fool There Was,1915,0.303639,5.3,6.0
Magic in the Moonlight,2014,6.626077,6.5,749.0
Impudent Girl,1985,1.586668,6.9,16.0
Our Fathers,2005,0.736094,5.6,5.0
Pucked,2006,1.637948,4.5,6.0
The Thirty Nine Steps,1978,6.622148,7.3,14.0
Abby,1974,0.303398,5.4,5.0
And While We Were Here,2013,1.797315,6.0,35.0
Winter Sleep,2014,11.32208,7.6,132.0
When I Walk,2013,0.266326,5.0,1.0
What! No Beer?,1933,0.001753,0.0,0.0
In Order of Disappearance,2014,5.480099,7.0,142.0
Housebound,2014,5.343018,6.5,362.0
Zarafa,2012,0.855606,6.5,17.0
Le Nouveau Jean-Claude,2002,0.265559,4.5,2.0
Screamtime,1983,0.038308,4.8,3.0
Very Happy Alexander,1968,2.779711,5.5,22.0
The Hundred-Foot Journey,2014,14.466789,7.3,516.0
Batman: Assault on Arkham,2014,6.0955,7.3,298.0
White Frog,2012,2.092801,5.5,21.0
Where the Trail Ends,2012,0.558363,7.5,13.0
A Bell for Adano,1945,0.411053,0.0,1.0
A Lady Without Passport,1950,0.753699,2.2,3.0
Ambush,1950,0.688155,4.2,5.0
Ambush,1973,0.566999,6.0,1.0
R100,2013,3.401742,5.4,31.0
Rituals,1977,0.912787,6.6,13.0
American Revolutionary: The Evolution of Grace Lee Boggs,2013,0.016661,0.0,0.0
The Dragon Missile,1976,0.52349,6.7,3.0
The Fifth Cord,1971,0.524639,5.8,8.0
The Den,2013,7.752544,6.2,123.0
Zero Motivation,2014,0.99059,6.2,26.0
Blade on the Feather,1980,0.441143,0.0,0.0
Calling Bulldog Drummond,1951,0.380778,6.0,1.0
Free Samples,2012,1.891224,6.0,14.0
Quicksand,2003,8.878927,5.9,10.0
Jupiter Ascending,2015,21.463465,5.2,2816.0
Teenage Mutant Ninja Turtles,2014,22.337973,5.8,2677.0
I'll Follow You Down,2013,4.968243,6.0,66.0
Death in Buenos Aires,2014,1.427255,5.7,7.0
Who the F**K Is Arthur Fogel,2013,0.071652,5.0,1.0
Camouflage,2001,0.976349,4.8,8.0
Rob the Mob,2014,7.731183,6.2,96.0
The Hero,1966,0.517052,7.6,7.0
The Old Lady and the Pigeons,1997,1.314881,7.6,19.0
The Reckoning,2014,6.489398,4.7,16.0
The Giver,2014,12.472206,6.4,1859.0
Only God Knows,2006,0.684859,6.3,3.0
The Pretty One,2014,9.197511,6.1,83.0
Revenge of the Green Dragons,2014,2.820466,5.2,34.0
Unborn in the USA: Inside the War on Abortion,2007,0.041153,7.0,1.0
Mr. Wong in Chinatown,1939,0.165704,4.5,3.0
Maniacts,2001,0.357354,6.5,2.0
Cane Toads: The Conquest,2010,0.295907,6.8,8.0
So Much So Fast,2006,0.074118,8.5,2.0
What About Dick?,2012,0.912708,8.0,1.0
Crossroads,1942,0.256422,7.1,6.0
Rendezvous,1935,0.147055,5.1,4.0
Let's Be Cops,2014,15.962793,6.4,1234.0
Can I Do It Till I Need Glasses?,1977,0.831305,4.0,1.0
Paradise,2013,4.328691,5.0,24.0
My way to Olympia,2013,0.047085,5.0,1.0
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,0.137666,7.2,3.0
D-Day The Sixth of June,1956,1.015895,6.4,5.0
Direct from Brooklyn,1999,0.001651,0.0,0.0
The Autobiography of Miss Jane Pittman,1974,0.617547,3.3,4.0
The Strangler,1964,0.09055,8.5,2.0
You and Me,1971,0.112462,7.0,3.0
Alexander: The Neva Battle,2008,1.524195,3.8,2.0
An Act of Murder,1948,0.403008,7.3,3.0
Antboy,2013,6.383492,5.3,40.0
Antboy: Revenge of the Red Fury,2014,1.734211,6.7,19.0
Appleseed Alpha,2014,3.770032,6.4,154.0
Generation Um...,2012,3.137385,4.1,19.0
Carry On... Up the Khyber,1968,4.799837,6.9,25.0
The Wise Guys,1965,0.825397,7.1,15.0
Switch,2011,9.509765,6.1,33.0
Six Days in June,2007,0.00876,0.0,0.0
Snake River Desperadoes,1951,0.332574,3.5,1.0
Bad Johnson,2014,2.53601,4.5,46.0
Campus Rhythm,1943,0.602071,4.0,1.0
Captain Blood,1960,1.280777,6.3,9.0
The Inbetweeners 2,2014,6.3567,6.1,214.0
Jesse Stone: Thin Ice,2009,3.30642,6.7,19.0
State Affairs,2009,1.16594,6.0,7.0
The First Man,2011,0.345772,5.6,9.0
Sarraounia,1986,0.889029,5.0,1.0
Buud Yam,1997,0.109074,5.0,1.0
Captain Nemo and the Underwater City,1969,1.167913,5.3,8.0
Breaking Point,1976,0.047467,4.0,1.0
My Summer Story,1994,1.073743,6.0,5.0
Age of Tomorrow,2014,4.909894,2.9,24.0
Osaka Elegy,1936,0.648007,6.3,13.0
The Wild Party,1975,0.163675,5.8,2.0
The Phantom Stagecoach,1957,0.094121,0.0,0.0
The Sacrament,2013,5.350658,5.6,139.0
Make Your Move,2013,6.792607,6.2,30.0
Sin City: A Dame to Kill For,2014,20.623642,6.3,1314.0
Authors Anonymous,2014,8.936308,4.2,21.0
The Last Blitzkrieg,1959,0.636188,4.5,2.0
How to Be a Man,2013,1.393318,6.3,19.0
Fingers at the Window,1942,0.260309,4.5,2.0
If I Stay,2014,9.659244,7.3,1415.0
WWE: The Rise & Fall of ECW,2004,0.321089,7.5,2.0
A Circle of Deception,1960,0.005029,0.0,0.0
The Message,1976,0.000308,7.6,11.0
All the Way Home,1963,1.406094,5.5,2.0
All the Way Home,1981,0.255935,7.0,1.0
The Man Who Couldn't Say No,1975,0.000578,5.0,1.0
The Other F Word,2011,1.083836,6.4,19.0
A Message from Akira Kurosawa: For Beautiful Movies,2000,0.002224,0.0,0.0
The Lights of Ten Thousand Homes,1948,0.353632,5.0,1.0
The Canal,2014,12.352907,5.7,139.0
Night Moves,2014,6.35282,5.8,110.0
The Split,1968,0.812417,6.0,5.0
Foreign Letters,2012,0.236013,5.3,3.0
Boom!,1968,0.372306,6.5,2.0
Avalon,2011,0.231768,5.6,6.0
Bandido!,1956,0.47236,5.0,2.0
Barquero,1970,1.101769,6.2,6.0
Beslan: Three Days in September,2006,0.003741,0.0,0.0
Proxy,2013,2.344506,5.9,45.0
The Effect of Love,2007,0.327148,4.0,2.0
Boris Godunov,1986,0.008673,2.5,2.0
Happy New Year,1973,1.146448,6.6,7.0
Are You Here,2013,10.10786,5.0,108.0
Alligator Eyes,1990,0.000844,0.0,0.0
The Clown and The Kid,1961,0.002446,0.0,0.0
Welcome to New York,2014,3.223466,5.3,39.0
"Two Days, One Night",2014,6.868022,6.8,327.0
Kummeli V,2014,0.768578,5.9,11.0
The Tunnel,1935,0.777387,2.5,4.0
Losers' Club,2011,1.054826,6.6,20.0
Lights Out,2013,4.08272,7.5,71.0
The Undertaker and His Pals,1966,0.312707,4.6,5.0
2AM: The Smiling Man,2013,0.43588,6.6,12.0
How the Myth Was Made: A Study of Robert Flaherty's Man of Aran,1984,0.0525,0.0,0.0
"I Love, You Love",1989,0.108353,5.0,1.0
"If Footmen Tire You, What Will Horses Do?",1971,0.000603,6.0,1.0
The Space Movie,1980,0.12453,3.8,2.0
Coherence,2013,6.851243,7.2,653.0
Just A Gigolo,1931,0.478877,7.5,1.0
Redwood Highway,2013,1.263743,7.0,3.0
The Scarlet Clue,1945,0.477824,5.9,8.0
A Birder's Guide to Everything,2013,2.401451,6.5,19.0
A Woman's Tale,1991,0.114247,4.3,3.0
Arsène Lupin Returns,1938,0.412253,6.5,1.0
Beautiful,2008,1.705167,6.6,8.0
King's Faith,2013,0.175771,7.0,4.0
Cantinflas,2014,1.706992,5.5,26.0
The Pyramid,2014,9.312354,4.6,365.0
Exists,2014,5.364259,4.8,87.0
Waiting for Armageddon,2009,0.156913,8.0,2.0
Life of Crime,2013,17.788579,5.5,144.0
Cat Run 2,2014,2.246531,4.5,18.0
"As Above, So Below",2014,10.846585,6.1,788.0
Hostile Witness,1968,0.349938,6.3,4.0
"Peace, Propaganda & the Promised Land",2005,0.166667,6.4,4.0
Reel Bad Arabs: How Hollywood Vilifies a People,2006,0.263374,5.9,6.0
A Blast,2014,0.444405,5.5,5.0
Charlie Chan in the Secret Service,1944,0.738818,7.1,6.0
The Living Ghost,1942,0.876165,4.0,4.0
Behind That Curtain,1929,0.190654,4.1,5.0
Breakout,2007,0.377012,5.3,3.0
Bullet Scars,1942,0.148613,0.0,0.0
Never Make It Home,2011,0.007059,0.0,0.0
The One I Love,2014,5.34697,6.8,259.0
Passenger Side,2009,0.423559,5.7,9.0
Among Us,2011,0.274527,3.2,3.0
See You Next Tuesday,2013,0.175575,5.7,3.0
Killing Us Softly 4: Advertising's Image Of Women,2010,0.063515,7.0,1.0
No Logo: Taking Aim at the Brand Bullies,2003,0.0066,0.0,0.0
Killing Us Softly 3: Advertising's Image of Women,1999,0.001684,0.0,0.0
Headshot,2011,0.767896,6.1,19.0
El niño,2014,5.818608,6.5,79.0
Antisocial,2013,4.107534,4.6,34.0
The Red Elvis,2007,0.123453,8.0,1.0
The Codes of Gender,2010,0.215909,6.1,4.0
The Guest,2014,6.441964,6.5,661.0
Woodstock Diary,1994,0.002407,0.0,0.0
Leprechaun: Origins,2014,4.438003,3.8,59.0
To Be Takei,2014,4.641786,6.9,25.0
Captive Heart: The James Mink Story,1996,0.293905,0.0,0.0
Angry Video Game Nerd: The Movie,2014,2.093933,5.6,45.0
A Guy and a Gal,1975,0.5448,6.0,1.0
Zaza,1938,1.12062,0.0,0.0
The Long Ride Home,2003,0.003301,0.0,0.0
The Holy Man,1965,0.74982,5.4,4.0
Bottled Up,2013,0.843111,5.5,5.0
The Beast Must Die,1974,0.996366,6.2,10.0
Vinyl,2000,0.606523,7.0,4.0
Oklahoma Crude,1973,0.684588,6.7,3.0
The Pyx,1973,0.034545,5.6,8.0
Nixon by Nixon: In His Own Words,2014,0.442069,6.5,4.0
House of Women,1962,0.001884,0.0,0.0
A Dangerous Profession,1949,0.220933,5.5,4.0
A Lady of Chance,1928,0.290308,0.0,0.0
Aaron Loves Angela,1975,0.338197,0.0,0.0
Alamo Bay,1985,5.482197,4.6,7.0
Ann Carver's Profession,1933,0.673378,0.0,0.0
Beauty and the Boss,1932,0.075281,7.0,1.0
2081,2009,5.269893,7.2,20.0
Mi Amigo Hugo,2014,0.191531,1.0,1.0
Två killar och en tjej,1983,0.005792,5.0,1.0
Slow Southern Steel,2011,0.00968,0.0,0.0
Blazing Guns,1943,0.020745,0.0,0.0
Boy of the Streets,1937,0.518396,3.0,1.0
Cardinal Richelieu,1935,0.387212,0.0,0.0
Care Bears To the Rescue,2010,0.044307,6.0,1.0
The Sell Out,1976,0.076324,7.0,2.0
The Little Norse Prince,1968,1.228767,6.4,17.0
Anna,1994,0.464036,3.8,4.0
"Things I Like, Things I Don't Like",1989,1.606076,7.1,17.0
Return to Homs,2013,0.855689,7.4,7.0
Before I Go to Sleep,2014,14.921298,6.2,672.0
Pay 2 Play: Democracy's High Stakes,2014,0.051932,5.0,1.0
The New Rulers of the World,2001,0.222197,5.3,2.0
Atlas Shrugged Part III: Who is John Galt?,2014,1.845554,3.9,15.0
The Great King,1942,0.330752,7.0,1.0
Career,1959,0.391018,0.0,1.0
Pride,2014,9.111867,7.7,457.0
Into the Storm,2014,9.092925,5.8,829.0
The Calling,2014,4.99324,5.6,89.0
Aftermath,2012,6.258251,4.3,19.0
Third Person,2013,8.808328,5.8,218.0
Honeymoon,2014,6.107378,5.4,261.0
God's Pocket,2014,4.18526,5.7,67.0
Tennessee Johnson,1942,0.043458,6.0,1.0
The Drop,2014,11.695036,6.7,859.0
The Motel Life,2012,14.244826,5.7,22.0
Pharaoh's Curse,1957,0.520118,4.4,6.0
"20,000 Days on Earth",2014,11.922021,7.0,73.0
Captivated: The Trials of Pamela Smart,2014,1.527183,6.4,8.0
A Good Job: Stories of the FDNY,2014,0.862513,0.0,0.0
Cheech & Chong's Animated Movie,2013,1.457101,4.5,9.0
The Skeleton Twins,2014,9.44394,6.7,294.0
Saint Seiya: Legend of Sanctuary,2014,6.751603,5.0,162.0
Where The Dead Go to Die,2012,0.559969,6.4,11.0
Bambi Meets Godzilla,1969,2.032918,6.5,40.0
A Return to Salem's Lot,1987,2.731501,4.4,18.0
Advance To The Rear,1964,0.619177,5.7,3.0
Camel Spiders,2011,5.280066,3.5,12.0
Carnegie Hall,1947,0.564402,0.0,0.0
Very Ordinary Couple,2013,1.329846,5.4,12.0
Dim Sum: A Little Bit of Heart,1985,0.272989,2.5,2.0
Newsfront,1978,0.003013,5.0,1.0
Beautiful Losers,2008,0.732748,6.8,11.0
Bullies,1986,0.984959,4.5,5.0
"20,000 Leagues Under the Sea",1997,1.240829,6.3,3.0
Carry On Spying,1964,4.463738,6.4,18.0
Carson City,1952,0.71879,4.0,4.0
Cast a Dark Shadow,1955,0.756618,6.0,10.0
Castle in the Desert,1942,0.736539,7.1,7.0
Aftermath: Population Zero,2008,1.328618,6.7,11.0
Grassroots,2012,5.362377,5.1,7.0
The Groundstar Conspiracy,1972,0.607572,6.1,4.0
Tattoo Nation,2013,1.061241,6.8,5.0
The Shamrock Handicap,1926,0.039949,5.0,1.0
American Dreams in China,2013,3.282214,6.7,62.0
The Naked Face,1984,1.136892,5.7,8.0
The Maze Runner,2014,76.93789,7.0,5540.0
No Good Deed,2014,24.644321,5.6,182.0
Camp X-Ray,2014,11.153327,6.7,395.0
Hori Smoku Sailor Jerry,2008,0.039175,10.0,1.0
Men Without Women,1930,0.662595,4.7,3.0
Below Sea Level,2008,0.375625,6.5,2.0
Power and Terror: Noam Chomsky in Our Times,2002,0.073793,5.0,1.0
Noam Chomsky: Distorted Morality,2003,0.157048,5.3,3.0
A Beast at Bay,1912,0.162008,5.0,1.0
Target,2011,1.042112,6.4,5.0
Castle on the Hudson,1940,0.471208,6.5,2.0
Catacombs,1988,0.175573,4.4,7.0
Marilena de la P7,2006,0.579393,6.8,8.0
"Uncle Marin, the Billionaire",1979,0.997899,8.3,8.0
The Obama Deception,2009,0.774954,6.8,12.0
Homevideo,2011,0.80436,6.8,13.0
Aladin,2008,0.961941,5.5,7.0
Sharknado 2: The Second One,2014,5.281329,4.5,192.0
The Riot Club,2014,6.967835,5.9,378.0
A Walk Among the Tombstones,2014,14.914924,6.2,1145.0
The Galapagos Affair: Satan Came to Eden,2014,2.025628,7.3,8.0
My Old Lady,2014,11.127162,6.1,100.0
Thomasine & Bushrod,1974,0.003241,0.0,0.0
1971,2014,0.388844,7.7,3.0
The Other One,2014,0.014272,0.0,0.0
Affluenza,2014,0.374794,4.4,7.0
700 Sundays,2014,1.735423,8.0,1.0
Laggies,2014,12.938085,6.1,432.0
The Confession,1970,2.436542,7.3,21.0
A Well Spent Life,1971,0.050521,5.0,1.0
Hot Pepper,1973,0.035295,5.0,1.0
Bethlehem,2013,1.427598,5.5,15.0
God Help the Girl,2014,6.684283,6.8,98.0
Misconception,2014,0.014121,0.0,0.0
The Last Season,2014,0.014245,0.0,0.0
Cause for Alarm,1951,4.468337,5.6,8.0
What We Did on Our Holiday,2014,11.576578,6.7,179.0
Fall of the Republic: The Presidency of Barack H. Obama,2009,0.323969,6.4,7.0
Kiev Frescoes,1966,0.105727,5.0,2.0
The Severed Heads,1957,0.583051,6.3,12.0
Dead Within,2014,0.722644,4.4,14.0
Free Range/Ballad on Approving of the World,2013,0.489449,5.3,4.0
Force Majeure,2014,12.165685,6.8,255.0
Heavyweights,2007,0.874698,7.1,4.0
Beste Zeit,2008,0.965482,6.5,5.0
Räuber Kneißl,2008,0.106609,5.0,2.0
The Pearl Color,2009,0.203305,8.5,2.0
My Life in Orange,2011,0.688986,4.2,10.0
Wer's glaubt wird selig,2012,0.591097,6.2,9.0
Brother's War,2009,0.741591,3.7,7.0
A Soldier's Tale,1988,1.162388,5.0,1.0
The Lonely Villa,1909,0.517049,5.5,10.0
Spasmo,1974,0.456966,6.5,12.0
The Musketeers of Pig Alley,1912,1.356251,6.1,20.0
CBGB,2013,3.711772,6.5,45.0
Cement,2000,0.841443,0.0,0.0
Centennial,1978,0.664727,7.9,8.0
The Homesman,2014,7.375146,6.4,262.0
Center Stage,1991,1.463427,6.7,15.0
Cesar Chavez,2014,2.851638,6.1,20.0
Chad Hanna,1940,0.842653,0.0,0.0
Chain Lightning,1950,0.855721,6.0,4.0
An Average Little Man,1977,0.497718,8.0,31.0
When Eight Bells Toll,1971,1.317333,5.6,12.0
Trailer Park Boys: Don't Legalize It,2014,1.335959,6.6,28.0
The Uncertainty Principle,2002,0.187424,4.3,2.0
Monkey's Teeth,1960,0.219564,7.8,4.0
Dead Times,1964,0.474695,8.4,5.0
The World of Kanako,2014,7.883507,6.5,46.0
The November Man,2014,13.310556,6.0,645.0
My Girlfriend Is an Agent,2009,3.174574,6.3,26.0
The Night They Raided Minsky's,1968,0.394843,4.4,6.0
Cold Turkey,1971,0.60908,7.5,4.0
White Bird in a Blizzard,2014,12.898498,6.1,289.0
The Snails,1966,0.945548,8.1,9.0
Helter Skelter,1976,1.860363,6.6,17.0
Chain of Command,1994,0.297097,6.3,4.0
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,3.057828,7.5,45.0
The Occupants,2014,0.520853,3.6,5.0
Not Cool,2014,1.406589,3.7,25.0
Who Am I,2014,13.001155,7.6,430.0
Wer,2013,6.635861,5.7,96.0
"First Case, Second Case",1979,0.001655,6.0,1.0
Gang Tapes,2001,0.73065,6.1,7.0
Corpo celeste,2011,0.292426,7.7,6.0
When Animals Dream,2014,2.783608,6.1,44.0
The Boxtrolls,2014,11.563909,6.6,689.0
The Tale of the Princess Kaguya,2013,7.566053,8.0,350.0
Forbidden City Cop,1996,1.937146,7.3,23.0
The Girl on the Train,2014,0.861968,4.8,13.0
Gore Vidal: The United States of Amnesia,2013,1.943032,8.2,10.0
Double Play: James Benning and Richard Linklater,2013,0.091895,6.5,2.0
Looking for Maria Sanchez,2013,0.122935,10.0,1.0
A Bullet for Joey,1955,1.569815,5.2,5.0
A Girl in Every Port,1928,0.827134,6.5,2.0
A Girl in Every Port,1952,0.109981,5.0,1.0
Africa: Texas Style!,1967,0.852405,0.0,0.0
How Wang-Fo Was Saved,1987,0.004425,7.3,6.0
The Captive,1988,0.177454,7.6,5.0
Glumov's Diary,1923,0.300576,5.2,8.0
Nine Lives,1957,1.252216,7.9,7.0
The Chasers,1959,0.076157,6.5,2.0
The Bridal Party in Hardanger,1926,0.001223,0.0,0.0
The Empty Hours,2013,1.614261,6.9,7.0
This Is Where I Leave You,2014,11.313659,6.5,512.0
The 50 Worst Movies Ever Made,2004,0.647313,5.6,10.0
MURPH: The Protector,2013,0.893606,6.1,8.0
Alice,2005,0.355953,6.8,10.0
Hur som helst är han jävligt död,2000,0.024416,0.0,0.0
Barbary Coast Gent,1944,0.114375,4.5,3.0
Angel's Egg,1985,3.069495,7.7,56.0
"Park Avenue: Money, Power & The American Dream",2012,0.883435,6.9,10.0
The Koumiko Mystery,1965,0.292845,7.0,2.0
Junkopia,1981,0.012313,5.5,10.0
The Look of Silence,2014,4.943726,8.0,75.0
The Abdication,1974,0.567976,8.0,2.0
51,2011,2.160202,4.5,41.0
The Case of the Grinning Cat,2004,0.157945,7.7,3.0
Cabin Fever: Patient Zero,2014,10.118928,4.7,88.0
American Sniper,2014,19.228561,7.4,4600.0
Fort Bliss,2014,2.244264,6.3,29.0
Tusk,2014,6.820925,5.1,374.0
Arrapaho,1984,0.148651,4.5,4.0
Protektor,2009,0.566863,5.1,5.0
Hector and the Search for Happiness,2014,12.330898,6.9,317.0
Rigor Mortis,2013,9.503762,6.2,57.0
The Dinner,1998,1.821941,7.1,4.0
Unfair Competition,2001,1.480577,7.7,6.0
The Overnighters,2014,2.068798,7.3,29.0
Rock-a-Bye Baby,1958,1.048805,7.1,19.0
Hollywood or Bust,1956,0.695757,6.0,11.0
Bakeneko: A Vengeful Spirit,1968,0.062612,8.0,1.0
The Tribe,2014,5.278578,6.7,92.0
Around the Block,2013,1.560032,5.4,10.0
Space Station 76,2014,15.884005,4.7,92.0
Horns,2013,8.363417,6.2,878.0
Annabelle,2014,23.242452,5.5,1588.0
American Promise,2013,0.459708,7.5,2.0
Madicken of June Hill,1980,2.322229,5.5,5.0
She Devils of the SS,1972,1.533603,4.4,9.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,2.894481,6.3,17.0
At Land,1944,0.535346,7.9,16.0
A Study in Choreography for Camera,1945,0.346655,6.1,12.0
Bloody Pit of Horror,1965,0.909563,5.4,9.0
Fangs of the Living Dead,1969,0.611558,2.5,2.0
Wolf Girl,2001,1.179495,4.3,10.0
Open Windows,2014,12.294525,5.1,190.0
Happy Christmas,2014,3.723574,5.2,60.0
Two Night Stand,2014,6.788822,6.3,690.0
SS Camp 5: Women's Hell,1977,0.004351,3.5,2.0
SS Experiment Love Camp,1976,1.486119,4.9,10.0
Chained,1934,0.366378,3.0,2.0
Chained Heat 2,1993,2.381582,3.9,9.0
Challenge of the Masters,1976,1.062408,5.5,4.0
Darktown Strutters,1975,0.002538,5.0,6.0
Time of Eve: The Movie,2010,1.768157,7.3,24.0
Dracula Untold,2014,16.316318,6.2,2439.0
Chandler,1971,0.020476,0.0,0.0
Charles Bradley: Soul of America,2012,0.184723,6.9,5.0
Charlie Chan at Monte Carlo,1937,0.714825,6.5,7.0
Charlie Chan at the Circus,1936,0.296281,6.7,6.0
Torrente 3 The Protector,2005,4.522887,5.5,37.0
Stretch,2014,5.700006,6.1,263.0
San Babila-8 P.M.,1976,2.4e-05,0.0,0.0
Hellgate,1989,0.001021,2.9,15.0
The Sleeping Car,1990,0.582357,5.0,4.0
The Initiation,1984,3.123043,6.3,16.0
Room 666,1982,0.442746,5.6,5.0
The Rat Savior,1976,0.853982,7.5,3.0
Automata,2014,13.973689,5.6,677.0
The Prince,2014,16.219485,4.6,218.0
As I Lay Dying,2013,4.864228,5.8,25.0
Nicky's Family,2011,0.081204,8.5,2.0
The Adventurer: The Curse of the Midas Box,2013,5.955203,5.1,74.0
Charlie Chan at the Olympics,1937,1.131624,7.0,7.0
Charlie Chan at the Opera,1936,1.430149,6.6,14.0
Stereo,1969,1.080535,5.9,15.0
Crimes of the Future,1970,1.02287,5.0,16.0
Guernica,1950,0.43357,6.3,4.0
Gold of Rome,1961,0.143037,6.0,1.0
Entity,2012,1.342691,4.3,11.0
House III: The Horror Show,1989,2.171427,4.4,34.0
Legendary,2010,11.374555,6.7,28.0
Millie,1931,0.716082,0.0,1.0
Stranger on the Prowl,1952,0.002209,0.0,0.0
The War Boys,2009,1.132012,5.9,19.0
The Entitled,2011,2.950774,5.9,40.0
The Magic of Ordinary Days,2005,0.32662,6.2,9.0
Ratko: The Dictator's Son,2009,0.597435,4.5,2.0
The Captive,2014,14.623692,5.8,334.0
The Scribbler,2014,6.703925,4.8,62.0
Benigni,2009,0.004707,0.0,0.0
Ilo Ilo,2013,2.402615,6.6,36.0
Predestination,2014,10.524204,7.3,1971.0
Jack and the Cuckoo-Clock Heart,2013,6.0457,6.8,199.0
The Red Tent,1969,2.555606,5.8,6.0
Facing Fear,2013,0.011871,0.0,0.0
Moomins on the Riviera,2014,1.160542,5.8,12.0
Grace Unplugged,2013,2.673105,6.0,24.0
The Return of Dracula,1958,0.65617,4.7,8.0
Podwórka,2009,0.004706,0.0,0.0
It's My Mother's Birthday Today,2008,0.00353,0.0,0.0
Spare Bed-Room,1969,0.113474,5.3,3.0
Skhizein,2008,1.327341,7.8,27.0
No Time for Nuts,2006,2.980621,7.2,45.0
A Christmas Memory,1997,0.239863,7.7,3.0
Alien Nation: The Udara Legacy,1997,0.316642,5.9,8.0
Alien Predators,1985,0.679484,4.9,8.0
Appointment in Tokyo,1945,0.002307,0.0,0.0
The Children of Noisy Village,1986,3.020044,6.2,12.0
More About the Children of Noisy Village,1987,0.98834,6.6,4.0
The Haunted Castle,1969,0.489269,5.0,1.0
Justin and the Knights of Valour,2013,6.574051,5.5,93.0
The Bride from Hades,1968,0.076951,10.0,1.0
Bad Grandpa .5,2014,9.911275,5.8,90.0
The Swan Princess: Escape from Castle Mountain,1997,5.121309,5.8,83.0
Barnacle Bill,1941,0.124964,0.0,0.0
The Odd Couple,1979,1.058969,6.1,5.0
The Lady and the Reaper,2009,1.778469,6.8,20.0
Ward 13,2003,0.17899,8.2,5.0
Rabbit,2005,0.551855,7.9,8.0
What We Do in the Shadows,2014,10.504198,7.4,779.0
The Dark Horse,2014,3.664848,5.4,52.0
Corn Island,2014,3.303655,7.6,16.0
Celine: Through the Eyes of the World,2010,0.115143,4.8,3.0
Challenge to Lassie,1949,1.017714,4.0,4.0
The Newburgh Sting,2014,0.535827,6.5,6.0
RiP!: A Remix Manifesto,2009,1.22207,6.7,11.0
The Best of Me,2014,8.196975,7.2,777.0
John Wick,2014,183.870374,7.0,5499.0
Plastic,2014,7.809194,6.1,86.0
Two Weeks in Another Town,1962,0.951403,5.5,10.0
Reclaim,2014,3.78824,4.9,55.0
Good for Nothing,2011,0.429538,6.2,7.0
Snakes and Earrings,2008,2.307249,6.6,9.0
The Judge,2014,17.887943,7.2,1433.0
The Disappearance of Eleanor Rigby: Them,2014,6.266831,6.2,106.0
Love Is Strange,2014,6.15698,6.4,111.0
All the World's Memory,1956,0.70468,6.4,5.0
The Kids,1957,0.941141,7.0,10.0
Antoine and Colette,1962,1.673854,7.1,22.0
The Culture High,2014,0.740742,6.9,16.0
Recipe for Love,2014,1.691508,5.7,17.0
Mount Head,2002,0.339732,6.6,9.0
Fury,2014,36.713807,7.4,4028.0
My Boyfriends' Dogs,2014,1.628644,6.2,5.0
The Salvation,2014,8.253705,6.2,285.0
S.I.S.,2008,0.681523,4.0,6.0
Grace of Monaco,2014,6.773278,5.8,201.0
Torn,2013,0.316591,0.0,0.0
St. Vincent,2014,13.655752,7.1,770.0
Berlin Babylon,2001,0.065694,8.0,1.0
Young Ones,2014,5.916252,5.8,109.0
Amazon Jack 3: Jungo Goes Bananas,2007,0.81572,5.5,4.0
Land Ho!,2014,4.01643,5.8,25.0
The Mine,2013,1.731899,3.7,12.0
Mine Games,2012,5.590491,5.3,31.0
Charlie Chan at the Race Track,1936,0.533025,6.9,9.0
Charlie Chan at the Wax Museum,1940,0.514756,8.4,5.0
Charlie Chan at Treasure Island,1939,0.597515,6.6,9.0
City in Darkness,1939,1.068644,6.8,6.0
Charlie Chan in Honolulu,1938,0.606726,6.9,5.0
(A)Sexual,2011,0.312914,5.7,6.0
The Donkey's Hide,1982,0.051501,7.0,1.0
Kiljusen herrasväki,1981,0.0,0.0,0.0
The Purple Ball,1987,0.240743,5.8,5.0
Sleeping Beauty,2014,3.846559,4.7,28.0
Stage Fright,2014,4.478881,5.3,63.0
The Chaperone,2011,1.80095,5.4,31.0
The Swan Princess: The Mystery of the Enchanted Kingdom,1998,5.174917,5.7,88.0
Charlie Chan in Panama,1940,0.380712,6.8,7.0
Charlie Chan in Paris,1935,0.553082,6.8,6.0
Charlie Chan in Reno,1939,1.02741,6.3,4.0
Charlie Chan in Rio,1941,0.477933,6.0,5.0
The Chinese Cat,1944,0.773964,6.6,6.0
Charlie Chan on Broadway,1937,0.839146,7.3,8.0
The Wise Kids,2011,0.579012,6.4,15.0
A Modern Coed,1966,0.001177,0.0,0.0
Advertising and the End of the World,1998,0.00118,0.0,0.0
"Tough Guise: Violence, Media & the Crisis in Masculinity",1999,0.48959,6.5,2.0
The Chair,2007,1.068661,4.0,7.0
Jungledyret,1993,0.63744,5.6,7.0
Miss and the Doctors,2013,1.222967,5.0,15.0
The Black Sleep,1956,1.105228,6.4,11.0
Grave Secrets,1989,0.612948,5.1,4.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,7.861004,6.1,502.0
